phenotype	phenoscore	phenoscore_time	pheno_id
m2 polarization	 42.551296	19.28	Pheno58
metastasis	 12.378498	19.28	Pheno58
muscle atrophy	118.407747	19.28	Pheno58
myotube hypertrophy	-27.604854	19.28	Pheno58
neurogenesis	 19.823187	19.28	Pheno58
proliferation	 -3.231590	19.28	Pheno58
protein synthesis	-20.692119	19.28	Pheno58
skeletal muscle differentiation	 18.819442	19.28	Pheno58
survival	-10.601471	19.28	Pheno58
synaptic plasticity	-15.484177	19.28	Pheno58
t cell activation	 27.609980	19.28	Pheno58
translational regulation	-35.889251	19.28	Pheno58
vldl assembly	 48.405856	19.28	Pheno58
adipogenesis	  4.0613903	20.11	Pheno59
alternative splicing regulation	 21.3044005	20.11	Pheno59
apoptosis	  2.1936883	20.11	Pheno59
autophagy	 10.3918840	20.11	Pheno59
cell cycle block	  8.4697300	20.11	Pheno59
cell cycle exit	 10.1860643	20.11	Pheno59
cell cycle progress 	 -8.4697300	20.11	Pheno59
cell death	  1.0417919	20.11	Pheno59
cell growth	  8.3579914	20.11	Pheno59
dendritic spine morphogenesis	-13.1826712	20.11	Pheno59
differentiation	  1.1243972	20.11	Pheno59
dna repair	  1.8717273	20.11	Pheno59
epithelial-mesenchymal transition	  2.6566589	20.11	Pheno59
fatty acid biosynthesis	100.3203256	20.11	Pheno59
fibrosis	  2.8100318	20.11	Pheno59
food intake	-39.8009777	20.11	Pheno59
g1/s transition	-20.8335675	20.11	Pheno59
glycogen synthesis	-14.3544694	20.11	Pheno59
glycolysis	 -3.2655595	20.11	Pheno59
hexosamine biosynthesis	 98.0288898	20.11	Pheno59
lipogenesis	 14.2618017	20.11	Pheno59
m1 polarization	 11.9190543	20.11	Pheno59
m2 polarization	  7.8090049	20.11	Pheno59
mast-cell diff	 33.6749822	20.11	Pheno59
megakaryocyte differentiation 	 33.6749822	20.11	Pheno59
microtubule polimerization	 -3.9578000	20.11	Pheno59
mitotic checkpoint	 13.5892007	20.11	Pheno59
muscle atrophy	  9.4148166	20.11	Pheno59
myoblast fusion	 -7.6747078	20.11	Pheno59
myotube hypertrophy	-39.6185793	20.11	Pheno59
neurodegeneration	 -0.4428032	20.11	Pheno59
neurogenesis	-18.5428135	20.11	Pheno59
nucleotide synthesis	139.1866534	20.11	Pheno59
proliferation	 -4.2054733	20.11	Pheno59
protein glycosylation	 98.0288898	20.11	Pheno59
protein synthesis	 -5.2837031	20.11	Pheno59
pyrimidine biosynthesis	-10.1189159	20.11	Pheno59
rrna transcription	  2.2801680	20.11	Pheno59
skeletal muscle differentiation	  3.2745437	20.11	Pheno59
spindle assembly	  3.1496527	20.11	Pheno59
survival	-11.0634728	20.11	Pheno59
synaptic plasticity	  2.5890789	20.11	Pheno59
synaptic vesicle exocytosis	  9.5578974	20.11	Pheno59
t cell activation	  5.8610806	20.11	Pheno59
translational regulation	 -9.2035152	20.11	Pheno59
vldl assembly	  9.3616211	20.11	Pheno59
adipogenesis	  2.7094487	19.53	Pheno60
alternative splicing regulation	 19.4651613	19.53	Pheno60
apoptosis	  1.8253813	19.53	Pheno60
autophagy	 10.1595163	19.53	Pheno60
cell cycle block	  7.9703969	19.53	Pheno60
cell cycle exit	 10.3050460	19.53	Pheno60
cell cycle progress 	 -7.9703969	19.53	Pheno60
cell death	  0.8100555	19.53	Pheno60
cell growth	  7.7762819	19.53	Pheno60
dendritic spine morphogenesis	-15.1104187	19.53	Pheno60
differentiation	  1.0187032	19.53	Pheno60
dna repair	  1.7225064	19.53	Pheno60
epithelial-mesenchymal transition	  1.5447593	19.53	Pheno60
fatty acid biosynthesis	 60.7142882	19.53	Pheno60
fibrosis	  2.6750890	19.53	Pheno60
food intake	-57.6688919	19.53	Pheno60
g1/s transition	-21.1316688	19.53	Pheno60
glycogen synthesis	-13.8137426	19.53	Pheno60
glycolysis	 -2.9610645	19.53	Pheno60
hexosamine biosynthesis	 76.7390837	19.53	Pheno60
lipogenesis	 12.3152919	19.53	Pheno60
m1 polarization	 11.8996982	19.53	Pheno60
m2 polarization	  7.0486333	19.53	Pheno60
mast-cell diff	 37.3950112	19.53	Pheno60
megakaryocyte differentiation 	 37.3950112	19.53	Pheno60
microtubule polimerization	 -3.7900727	19.53	Pheno60
mitotic checkpoint	 13.9253588	19.53	Pheno60
muscle atrophy	  9.4421930	19.53	Pheno60
myoblast fusion	 -6.9949280	19.53	Pheno60
myotube hypertrophy	-31.0146886	19.53	Pheno60
neurodegeneration	 -0.4395051	19.53	Pheno60
neurogenesis	-18.5613070	19.53	Pheno60
nucleotide synthesis	138.0809637	19.53	Pheno60
proliferation	 -3.7925426	19.53	Pheno60
protein glycosylation	 76.7390837	19.53	Pheno60
protein synthesis	 -4.1716850	19.53	Pheno60
pyrimidine biosynthesis	 -7.7178704	19.53	Pheno60
rrna transcription	  1.9676642	19.53	Pheno60
skeletal muscle differentiation	  2.7858989	19.53	Pheno60
spindle assembly	  3.2681105	19.53	Pheno60
survival	-10.1059364	19.53	Pheno60
synaptic plasticity	  2.9847792	19.53	Pheno60
synaptic vesicle exocytosis	 10.3111915	19.53	Pheno60
t cell activation	  4.7531892	19.53	Pheno60
translational regulation	 -7.1854749	19.53	Pheno60
vldl assembly	  9.4978855	19.53	Pheno60
cell death	  16.199869	18.56	Pheno61
glycolysis	-131.804865	18.56	Pheno61
lipogenesis	  67.223927	18.56	Pheno61
myotube hypertrophy	  29.169749	18.56	Pheno61
proliferation	  -8.612814	18.56	Pheno61
vldl assembly	 149.330594	18.56	Pheno61
cell death	  16.526330	17.1	Pheno62
glycolysis	-131.804865	17.1	Pheno62
lipogenesis	 106.067582	17.1	Pheno62
myotube hypertrophy	  31.993534	17.1	Pheno62
proliferation	  -8.957286	17.1	Pheno62
vldl assembly	 149.330594	17.1	Pheno62
apoptosis	 15.002419	19.61	Pheno63
autophagy	109.433638	19.61	Pheno63
cell cycle block	  9.939535	19.61	Pheno63
cell cycle exit	 25.158321	19.61	Pheno63
cell cycle progress 	 -9.939535	19.61	Pheno63
cell death	 18.701573	19.61	Pheno63
cell growth	 36.354175	19.61	Pheno63
dendritic spine morphogenesis	-29.308447	19.61	Pheno63
fibrosis	  5.868865	19.61	Pheno63
glycolysis	-12.432033	19.61	Pheno63
lipogenesis	 50.122031	19.61	Pheno63
m2 polarization	 37.790071	19.61	Pheno63
metastasis	 10.080405	19.61	Pheno63
muscle atrophy	175.331777	19.61	Pheno63
myotube hypertrophy	-22.457502	19.61	Pheno63
proliferation	 -3.886017	19.61	Pheno63
protein synthesis	-19.614489	19.61	Pheno63
skeletal muscle differentiation	 14.759717	19.61	Pheno63
survival	-14.154248	19.61	Pheno63
t cell activation	 24.890498	19.61	Pheno63
translational regulation	-36.568554	19.61	Pheno63
vldl assembly	 51.518414	19.61	Pheno63
apoptosis	 15.314734	18.18	Pheno64
autophagy	104.685979	18.18	Pheno64
cell cycle block	 11.677949	18.18	Pheno64
cell cycle exit	 33.235378	18.18	Pheno64
cell cycle progress 	-11.677949	18.18	Pheno64
cell death	 18.213047	18.18	Pheno64
cell growth	 60.438382	18.18	Pheno64
dendritic spine morphogenesis	-25.303051	18.18	Pheno64
fibrosis	  6.543575	18.18	Pheno64
glycolysis	-12.245813	18.18	Pheno64
lipogenesis	 51.210516	18.18	Pheno64
m2 polarization	 39.608558	18.18	Pheno64
metastasis	 10.018991	18.18	Pheno64
muscle atrophy	121.179892	18.18	Pheno64
myotube hypertrophy	-19.160867	18.18	Pheno64
proliferation	 -3.577216	18.18	Pheno64
protein synthesis	-21.507580	18.18	Pheno64
skeletal muscle differentiation	 13.527514	18.18	Pheno64
survival	-12.684039	18.18	Pheno64
t cell activation	 21.058203	18.18	Pheno64
translational regulation	-54.180215	18.18	Pheno64
vldl assembly	 48.003277	18.18	Pheno64
adipogenesis	  0.4528435	19.74	Pheno65
alternative splicing regulation	 37.3198106	19.74	Pheno65
apoptosis	  2.0052057	19.74	Pheno65
autophagy	 13.1596943	19.74	Pheno65
cell cycle block	  8.0178809	19.74	Pheno65
cell cycle exit	 13.9489357	19.74	Pheno65
cell cycle progress 	 -8.0178809	19.74	Pheno65
cell death	  1.0556926	19.74	Pheno65
cell growth	  7.2974474	19.74	Pheno65
dendritic spine morphogenesis	-12.0893396	19.74	Pheno65
differentiation	  1.1823909	19.74	Pheno65
dna repair	 -0.1334479	19.74	Pheno65
epithelial-mesenchymal transition	  0.4546190	19.74	Pheno65
fatty acid biosynthesis	 88.0807843	19.74	Pheno65
fibrosis	  3.2328049	19.74	Pheno65
food intake	-38.4484759	19.74	Pheno65
g1/s transition	-12.4108245	19.74	Pheno65
glycogen synthesis	-12.0538285	19.74	Pheno65
glycolysis	 -3.4191499	19.74	Pheno65
lipogenesis	 26.6141637	19.74	Pheno65
m1 polarization	 13.3702435	19.74	Pheno65
m2 polarization	 10.7966849	19.74	Pheno65
mast-cell diff	 30.3114698	19.74	Pheno65
megakaryocyte differentiation 	 30.3114698	19.74	Pheno65
metastasis	 -3.9458067	19.74	Pheno65
mitotic checkpoint	 14.3051769	19.74	Pheno65
muscle atrophy	 14.5617029	19.74	Pheno65
myotube hypertrophy	-23.3234476	19.74	Pheno65
neurodegeneration	 -0.4113210	19.74	Pheno65
neurogenesis	-30.7972608	19.74	Pheno65
nucleotide synthesis	 82.7234143	19.74	Pheno65
proliferation	 -4.3074407	19.74	Pheno65
protein synthesis	 -4.9969079	19.74	Pheno65
pyrimidine biosynthesis	-12.0138894	19.74	Pheno65
skeletal muscle differentiation	  2.6946534	19.74	Pheno65
spindle assembly	 10.9432164	19.74	Pheno65
survival	 -9.4021836	19.74	Pheno65
synaptic plasticity	  1.6858553	19.74	Pheno65
synaptic vesicle exocytosis	  8.8306909	19.74	Pheno65
t cell activation	  6.7310959	19.74	Pheno65
translational regulation	 -8.8079257	19.74	Pheno65
vldl assembly	 14.1144358	19.74	Pheno65
adipogenesis	  0.6895431	20.09	Pheno66
alternative splicing regulation	 30.5065969	20.09	Pheno66
apoptosis	  1.9446430	20.09	Pheno66
autophagy	 11.7390994	20.09	Pheno66
cell cycle block	 10.0804649	20.09	Pheno66
cell cycle exit	 16.6662340	20.09	Pheno66
cell cycle progress 	-10.0804649	20.09	Pheno66
cell death	  0.9935382	20.09	Pheno66
cell growth	  8.2573309	20.09	Pheno66
dendritic spine morphogenesis	-13.1648149	20.09	Pheno66
differentiation	  1.1980835	20.09	Pheno66
dna repair	 -0.1326911	20.09	Pheno66
epithelial-mesenchymal transition	  0.5115454	20.09	Pheno66
fatty acid biosynthesis	 71.9735568	20.09	Pheno66
fibrosis	  3.2259982	20.09	Pheno66
food intake	-35.0858145	20.09	Pheno66
g1/s transition	-15.8438468	20.09	Pheno66
glycogen synthesis	-10.6600113	20.09	Pheno66
glycolysis	 -3.4035939	20.09	Pheno66
lipogenesis	 24.1808343	20.09	Pheno66
m1 polarization	 12.7110896	20.09	Pheno66
m2 polarization	  9.6644453	20.09	Pheno66
mast-cell diff	 45.5345278	20.09	Pheno66
megakaryocyte differentiation 	 45.5345278	20.09	Pheno66
metastasis	 -4.1459471	20.09	Pheno66
mitotic checkpoint	 17.1548979	20.09	Pheno66
muscle atrophy	 12.0085408	20.09	Pheno66
myotube hypertrophy	-30.4718788	20.09	Pheno66
neurodegeneration	 -0.3775408	20.09	Pheno66
neurogenesis	-40.9082704	20.09	Pheno66
nucleotide synthesis	108.6314936	20.09	Pheno66
proliferation	 -4.3897124	20.09	Pheno66
protein synthesis	 -4.9622453	20.09	Pheno66
pyrimidine biosynthesis	-10.6940625	20.09	Pheno66
skeletal muscle differentiation	  1.5068645	20.09	Pheno66
spindle assembly	 19.7723394	20.09	Pheno66
survival	-10.5522637	20.09	Pheno66
synaptic plasticity	  1.1493841	20.09	Pheno66
synaptic vesicle exocytosis	  8.2310142	20.09	Pheno66
t cell activation	  6.8748684	20.09	Pheno66
translational regulation	 -9.9451444	20.09	Pheno66
vldl assembly	 13.1519407	20.09	Pheno66
apoptosis	  12.729126	18.92	Pheno67
cell cycle block	  30.971538	18.92	Pheno67
cell cycle progress 	 -30.971538	18.92	Pheno67
cell death	  40.753736	18.92	Pheno67
cell growth	  48.240359	18.92	Pheno67
glycolysis	-105.016184	18.92	Pheno67
lipogenesis	  76.774633	18.92	Pheno67
myotube hypertrophy	  21.426792	18.92	Pheno67
proliferation	  -7.866201	18.92	Pheno67
vldl assembly	 122.193622	18.92	Pheno67
apoptosis	 11.396407	18.5	Pheno68
cell cycle block	 38.602636	18.5	Pheno68
cell cycle progress 	-38.602636	18.5	Pheno68
cell death	 38.624125	18.5	Pheno68
cell growth	 53.034934	18.5	Pheno68
glycolysis	-97.742067	18.5	Pheno68
lipogenesis	 64.875588	18.5	Pheno68
myotube hypertrophy	 51.595141	18.5	Pheno68
proliferation	 -9.756032	18.5	Pheno68
vldl assembly	189.485651	18.5	Pheno68
adipogenesis	  8.801929	17.92	Pheno69
apoptosis	 15.947550	17.92	Pheno69
autophagy	109.672186	17.92	Pheno69
cell cycle block	 14.420563	17.92	Pheno69
cell cycle exit	 39.403767	17.92	Pheno69
cell cycle progress 	-14.420563	17.92	Pheno69
cell death	 18.467145	17.92	Pheno69
cell growth	 34.878677	17.92	Pheno69
dendritic spine morphogenesis	-31.463790	17.92	Pheno69
fibrosis	  5.983875	17.92	Pheno69
glycolysis	 -9.936135	17.92	Pheno69
lipogenesis	 42.434047	17.92	Pheno69
m2 polarization	 49.229108	17.92	Pheno69
metastasis	 12.170485	17.92	Pheno69
muscle atrophy	150.166977	17.92	Pheno69
myotube hypertrophy	-25.285228	17.92	Pheno69
neurogenesis	 22.608557	17.92	Pheno69
proliferation	 -3.844428	17.92	Pheno69
protein synthesis	-19.599332	17.92	Pheno69
skeletal muscle differentiation	 13.648054	17.92	Pheno69
survival	-12.292465	17.92	Pheno69
synaptic plasticity	-15.119768	17.92	Pheno69
t cell activation	 32.558426	17.92	Pheno69
translational regulation	-40.224873	17.92	Pheno69
vldl assembly	 47.241843	17.92	Pheno69
adipogenesis	  8.805937	17.41	Pheno70
apoptosis	 12.423432	17.41	Pheno70
autophagy	 79.215643	17.41	Pheno70
cell cycle block	 10.163584	17.41	Pheno70
cell cycle exit	 24.170317	17.41	Pheno70
cell cycle progress 	-10.163584	17.41	Pheno70
cell death	 15.337282	17.41	Pheno70
cell growth	 35.711931	17.41	Pheno70
dendritic spine morphogenesis	-22.576023	17.41	Pheno70
fibrosis	  5.754083	17.41	Pheno70
glycolysis	 -9.535744	17.41	Pheno70
lipogenesis	 36.540402	17.41	Pheno70
m2 polarization	 54.518096	17.41	Pheno70
metastasis	 10.606755	17.41	Pheno70
muscle atrophy	124.052056	17.41	Pheno70
myotube hypertrophy	-28.636342	17.41	Pheno70
neurogenesis	 14.785489	17.41	Pheno70
proliferation	 -3.262957	17.41	Pheno70
protein synthesis	-20.371110	17.41	Pheno70
skeletal muscle differentiation	 16.214784	17.41	Pheno70
survival	-13.336257	17.41	Pheno70
synaptic plasticity	-13.226102	17.41	Pheno70
t cell activation	 23.230042	17.41	Pheno70
translational regulation	-45.475688	17.41	Pheno70
vldl assembly	 36.000026	17.41	Pheno70
adipogenesis	  3.1553294	19.68	Pheno71
alternative splicing regulation	 21.9642827	19.68	Pheno71
apoptosis	  1.9092105	19.68	Pheno71
autophagy	  9.7137370	19.68	Pheno71
cell cycle block	  7.8170695	19.68	Pheno71
cell cycle exit	  9.5118641	19.68	Pheno71
cell cycle progress 	 -7.8170695	19.68	Pheno71
cell death	  0.8347379	19.68	Pheno71
cell growth	 11.5775840	19.68	Pheno71
dendritic spine morphogenesis	-13.4373383	19.68	Pheno71
differentiation	  1.3360477	19.68	Pheno71
dna repair	  1.5163736	19.68	Pheno71
epithelial-mesenchymal transition	  3.6657568	19.68	Pheno71
fatty acid biosynthesis	126.6679451	19.68	Pheno71
fibrosis	  3.8955491	19.68	Pheno71
food intake	-46.0083703	19.68	Pheno71
g1/s transition	-20.6655523	19.68	Pheno71
glycogen synthesis	-12.3605710	19.68	Pheno71
glycolysis	 -3.1867987	19.68	Pheno71
hexosamine biosynthesis	 77.3429807	19.68	Pheno71
lipogenesis	 16.5116628	19.68	Pheno71
m1 polarization	 17.4467283	19.68	Pheno71
m2 polarization	 11.6353471	19.68	Pheno71
mast-cell diff	 27.8700364	19.68	Pheno71
megakaryocyte differentiation 	 27.8700364	19.68	Pheno71
microtubule polimerization	 -3.8147962	19.68	Pheno71
mitotic checkpoint	 15.5965529	19.68	Pheno71
muscle atrophy	  7.5394535	19.68	Pheno71
myoblast fusion	 -7.7430638	19.68	Pheno71
myotube hypertrophy	-33.2416652	19.68	Pheno71
neurodegeneration	 -0.4513966	19.68	Pheno71
neurogenesis	-19.3801140	19.68	Pheno71
nucleotide synthesis	138.5218511	19.68	Pheno71
proliferation	 -4.2086634	19.68	Pheno71
protein glycosylation	 77.3429807	19.68	Pheno71
protein synthesis	 -4.7756252	19.68	Pheno71
pyrimidine biosynthesis	-13.0267654	19.68	Pheno71
rrna transcription	  4.0643703	19.68	Pheno71
skeletal muscle differentiation	  3.7189307	19.68	Pheno71
spindle assembly	  3.6122707	19.68	Pheno71
survival	 -9.5441585	19.68	Pheno71
synaptic plasticity	  2.6514874	19.68	Pheno71
synaptic vesicle exocytosis	 10.6866040	19.68	Pheno71
t cell activation	  6.8234640	19.68	Pheno71
translational regulation	 -8.4717556	19.68	Pheno71
vldl assembly	 10.9848522	19.68	Pheno71
adipogenesis	  3.0691524	19.3	Pheno72
alternative splicing regulation	 18.9798532	19.3	Pheno72
apoptosis	  2.0903694	19.3	Pheno72
autophagy	 11.6896433	19.3	Pheno72
cell cycle block	  9.3355591	19.3	Pheno72
cell cycle exit	 11.5058949	19.3	Pheno72
cell cycle progress 	 -9.3355591	19.3	Pheno72
cell death	  0.8398229	19.3	Pheno72
cell growth	  9.8493582	19.3	Pheno72
dendritic spine morphogenesis	-12.9103842	19.3	Pheno72
differentiation	  0.7264761	19.3	Pheno72
dna repair	  1.7184804	19.3	Pheno72
epithelial-mesenchymal transition	  2.8630354	19.3	Pheno72
fatty acid biosynthesis	116.6763278	19.3	Pheno72
fibrosis	  4.1339213	19.3	Pheno72
food intake	-57.9935221	19.3	Pheno72
g1/s transition	-30.1979086	19.3	Pheno72
glycogen synthesis	-13.5687044	19.3	Pheno72
glycolysis	 -3.4413708	19.3	Pheno72
hexosamine biosynthesis	114.7819436	19.3	Pheno72
lipogenesis	 16.6671079	19.3	Pheno72
m1 polarization	 15.4611157	19.3	Pheno72
m2 polarization	 11.4920627	19.3	Pheno72
mast-cell diff	 37.6123536	19.3	Pheno72
megakaryocyte differentiation 	 37.6123536	19.3	Pheno72
microtubule polimerization	 -4.0930804	19.3	Pheno72
mitotic checkpoint	 19.9137953	19.3	Pheno72
muscle atrophy	 10.3313501	19.3	Pheno72
myoblast fusion	 -7.8322102	19.3	Pheno72
myotube hypertrophy	-37.1377582	19.3	Pheno72
neurodegeneration	 -0.3984697	19.3	Pheno72
neurogenesis	-22.0137838	19.3	Pheno72
nucleotide synthesis	239.5282750	19.3	Pheno72
proliferation	 -4.2067904	19.3	Pheno72
protein glycosylation	114.7819436	19.3	Pheno72
protein synthesis	 -4.9001170	19.3	Pheno72
pyrimidine biosynthesis	-11.0161617	19.3	Pheno72
rrna transcription	  3.4340565	19.3	Pheno72
skeletal muscle differentiation	  1.4517779	19.3	Pheno72
spindle assembly	  5.2081364	19.3	Pheno72
survival	-10.4195695	19.3	Pheno72
synaptic plasticity	  2.4380596	19.3	Pheno72
synaptic vesicle exocytosis	  8.2510589	19.3	Pheno72
t cell activation	  7.2637818	19.3	Pheno72
translational regulation	 -8.8151249	19.3	Pheno72
vldl assembly	 10.5914158	19.3	Pheno72
cell death	 17.59987	17.34	Pheno73
glycolysis	-98.40325	17.34	Pheno73
lipogenesis	 61.70579	17.34	Pheno73
myotube hypertrophy	 39.07101	17.34	Pheno73
proliferation	-16.36813	17.34	Pheno73
vldl assembly	123.77660	17.34	Pheno73
cell death	  17.59987	17.1	Pheno74
glycolysis	-151.90088	17.1	Pheno74
lipogenesis	  82.11136	17.1	Pheno74
myotube hypertrophy	  51.96819	17.1	Pheno74
proliferation	 -22.47051	17.1	Pheno74
vldl assembly	 150.38950	17.1	Pheno74
apoptosis	 50.12713	18.18	Pheno75
autophagy	115.70023	18.18	Pheno75
cell cycle block	 19.68647	18.18	Pheno75
cell cycle exit	 26.75368	18.18	Pheno75
cell cycle progress 	-19.68647	18.18	Pheno75
cell death	 53.69881	18.18	Pheno75
cell growth	 42.36815	18.18	Pheno75
dendritic spine morphogenesis	-26.72881	18.18	Pheno75
fibrosis	 14.09731	18.18	Pheno75
glycolysis	-12.32068	18.18	Pheno75
lipogenesis	 60.35028	18.18	Pheno75
m2 polarization	 51.93647	18.18	Pheno75
metastasis	 12.10907	18.18	Pheno75
muscle atrophy	165.01664	18.18	Pheno75
myotube hypertrophy	-78.41304	18.18	Pheno75
proliferation	-16.46314	18.18	Pheno75
protein synthesis	-22.78428	18.18	Pheno75
skeletal muscle differentiation	 18.13559	18.18	Pheno75
survival	-11.16910	18.18	Pheno75
t cell activation	 25.29577	18.18	Pheno75
translational regulation	-46.57860	18.18	Pheno75
vldl assembly	 50.07134	18.18	Pheno75
apoptosis	 48.12605	18.05	Pheno76
autophagy	 86.61425	18.05	Pheno76
cell cycle block	 22.41009	18.05	Pheno76
cell cycle exit	 28.11590	18.05	Pheno76
cell cycle progress 	-22.41009	18.05	Pheno76
cell death	 55.89765	18.05	Pheno76
cell growth	 69.70814	18.05	Pheno76
dendritic spine morphogenesis	-30.40390	18.05	Pheno76
fibrosis	 14.53620	18.05	Pheno76
glycolysis	-13.81350	18.05	Pheno76
lipogenesis	 62.10807	18.05	Pheno76
m2 polarization	 83.29941	18.05	Pheno76
metastasis	 12.14441	18.05	Pheno76
muscle atrophy	112.69586	18.05	Pheno76
myotube hypertrophy	-50.66179	18.05	Pheno76
proliferation	-18.29784	18.05	Pheno76
protein synthesis	-23.71006	18.05	Pheno76
skeletal muscle differentiation	 18.87249	18.05	Pheno76
survival	-11.49386	18.05	Pheno76
t cell activation	 39.87940	18.05	Pheno76
translational regulation	-82.46538	18.05	Pheno76
vldl assembly	 51.94285	18.05	Pheno76
adipogenesis	 -1.0775727	19.25	Pheno77
alternative splicing regulation	 42.4025592	19.25	Pheno77
apoptosis	  3.2522369	19.25	Pheno77
autophagy	 24.3908103	19.25	Pheno77
cell cycle block	 28.6171921	19.25	Pheno77
cell cycle exit	 62.3549368	19.25	Pheno77
cell cycle progress 	-28.6171921	19.25	Pheno77
cell death	  1.4034671	19.25	Pheno77
cell growth	 37.9263587	19.25	Pheno77
dendritic spine morphogenesis	-30.9579806	19.25	Pheno77
differentiation	  7.7963508	19.25	Pheno77
dna repair	 -0.3612274	19.25	Pheno77
epithelial-mesenchymal transition	  1.4597347	19.25	Pheno77
fatty acid biosynthesis	 79.1894970	19.25	Pheno77
fibrosis	 28.8436124	19.25	Pheno77
food intake	-34.1231796	19.25	Pheno77
g1/s transition	-13.0867843	19.25	Pheno77
glycogen synthesis	-14.8693157	19.25	Pheno77
glycolysis	-15.3066657	19.25	Pheno77
lipogenesis	 34.8543949	19.25	Pheno77
m1 polarization	 12.9715280	19.25	Pheno77
m2 polarization	 37.8506122	19.25	Pheno77
mast-cell diff	 32.0452041	19.25	Pheno77
megakaryocyte differentiation 	 32.0452041	19.25	Pheno77
metastasis	 -3.5806864	19.25	Pheno77
mitotic checkpoint	 22.6948490	19.25	Pheno77
muscle atrophy	 24.2603988	19.25	Pheno77
myotube hypertrophy	-30.3488113	19.25	Pheno77
neurodegeneration	 -0.4630296	19.25	Pheno77
neurogenesis	-33.6298057	19.25	Pheno77
nucleotide synthesis	109.0723809	19.25	Pheno77
proliferation	-49.3667238	19.25	Pheno77
protein synthesis	-16.6050188	19.25	Pheno77
pyrimidine biosynthesis	-28.6432690	19.25	Pheno77
skeletal muscle differentiation	  2.2838148	19.25	Pheno77
spindle assembly	 29.8539812	19.25	Pheno77
survival	-32.1604199	19.25	Pheno77
synaptic plasticity	 -0.2857941	19.25	Pheno77
synaptic vesicle exocytosis	 11.7383764	19.25	Pheno77
t cell activation	 39.2493555	19.25	Pheno77
translational regulation	-23.2116962	19.25	Pheno77
vldl assembly	 28.4313713	19.25	Pheno77
adipogenesis	 -0.5526697	18.86	Pheno78
alternative splicing regulation	 45.3992553	18.86	Pheno78
apoptosis	  8.2670325	18.86	Pheno78
autophagy	 29.0076209	18.86	Pheno78
cell cycle block	 30.3861355	18.86	Pheno78
cell cycle exit	 50.9204064	18.86	Pheno78
cell cycle progress 	-30.3861355	18.86	Pheno78
cell death	  6.3539145	18.86	Pheno78
cell growth	 33.6759555	18.86	Pheno78
dendritic spine morphogenesis	-26.3615539	18.86	Pheno78
differentiation	 10.2857262	18.86	Pheno78
dna repair	 -0.1589432	18.86	Pheno78
epithelial-mesenchymal transition	  0.2299132	18.86	Pheno78
fatty acid biosynthesis	 68.8428243	18.86	Pheno78
fibrosis	 26.8173981	18.86	Pheno78
food intake	-42.8441926	18.86	Pheno78
g1/s transition	-14.5264272	18.86	Pheno78
glycogen synthesis	-11.5649662	18.86	Pheno78
glycolysis	-13.7071543	18.86	Pheno78
lipogenesis	 31.4506542	18.86	Pheno78
m1 polarization	 17.1076170	18.86	Pheno78
m2 polarization	 38.9510326	18.86	Pheno78
mast-cell diff	 39.8000725	18.86	Pheno78
megakaryocyte differentiation 	 39.8000725	18.86	Pheno78
metastasis	 -3.7654380	18.86	Pheno78
mitotic checkpoint	 19.1790468	18.86	Pheno78
muscle atrophy	 31.6628530	18.86	Pheno78
myotube hypertrophy	-33.9504214	18.86	Pheno78
neurodegeneration	 -0.3990366	18.86	Pheno78
neurogenesis	-45.7968879	18.86	Pheno78
nucleotide synthesis	 98.0135885	18.86	Pheno78
proliferation	-68.0333919	18.86	Pheno78
protein synthesis	-15.8685942	18.86	Pheno78
pyrimidine biosynthesis	-35.4488730	18.86	Pheno78
skeletal muscle differentiation	  2.2817294	18.86	Pheno78
spindle assembly	 30.9348903	18.86	Pheno78
survival	-40.4853450	18.86	Pheno78
synaptic plasticity	  0.4945777	18.86	Pheno78
synaptic vesicle exocytosis	  9.2832699	18.86	Pheno78
t cell activation	 34.3246031	18.86	Pheno78
translational regulation	-18.2299042	18.86	Pheno78
vldl assembly	 24.8305090	18.86	Pheno78
apoptosis	 22.37394	17.81	Pheno79
cell cycle block	 75.92384	17.81	Pheno79
cell cycle progress 	-75.92384	17.81	Pheno79
cell death	 68.82602	17.81	Pheno79
cell growth	 55.99664	17.81	Pheno79
glycolysis	-97.14477	17.81	Pheno79
lipogenesis	 62.24063	17.81	Pheno79
myotube hypertrophy	 77.33780	17.81	Pheno79
proliferation	-19.10518	17.81	Pheno79
vldl assembly	133.11694	17.81	Pheno79
apoptosis	 26.86674	17.99	Pheno80
cell cycle block	 62.44565	17.99	Pheno80
cell cycle progress 	-62.44565	17.99	Pheno80
cell death	 81.78986	17.99	Pheno80
cell growth	 55.39650	17.99	Pheno80
glycolysis	-89.19876	17.99	Pheno80
lipogenesis	 52.38536	17.99	Pheno80
myotube hypertrophy	 38.69796	17.99	Pheno80
proliferation	-16.43456	17.99	Pheno80
vldl assembly	104.48460	17.99	Pheno80
adipogenesis	  7.454767	19.7	Pheno81
apoptosis	 38.456319	19.7	Pheno81
autophagy	 95.636087	19.7	Pheno81
cell cycle block	 26.458914	19.7	Pheno81
cell cycle exit	 32.897861	19.7	Pheno81
cell cycle progress 	-26.458914	19.7	Pheno81
cell death	 44.766936	19.7	Pheno81
cell growth	 29.751490	19.7	Pheno81
dendritic spine morphogenesis	-23.362457	19.7	Pheno81
fibrosis	  8.404620	19.7	Pheno81
